season,date,league_id,league,Team 1,Team2,SPI1,SPI2,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2,Outcome
2021,28/08/21,1884,Greek Super League,Atromitos,Panetolikos,31.49,26.4,1.62,1.02,,,,,,,,,,,1
2021,28/08/21,1884,Greek Super League,Ionikos FC,Aris Salonika,25.45,36.97,1.43,1.67,,,,,,,,,,,0
2021,28/08/21,1884,Greek Super League,Giannina,Panathinaikos,25.46,39.57,1.16,1.55,,,,,,,,,,,0
2021,28/08/21,1884,Greek Super League,Apollon Smyrni,Volos NFC,25.24,20.89,1.7,1.13,,,,,,,,,,,1
2021,28/08/21,1884,Greek Super League,Asteras Tripolis,PAOK Salonika,32.06,53.68,1.04,1.65,,,,,,,,,,,0
2021,28/08/21,5641,APD,CA Independiente,Colon Santa Fe,46.96,35.22,1.56,0.86,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Birmingham Legion FC,Louisville City FC,17.95,27.55,1.23,1.41,,,,,,,,,,,0
2021,28/08/21,1951,Major League Soccer,New York City FC,New England Revolution,58.25,51.04,1.91,1.17,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Tampa Bay Rowdies,Charlotte Independence,23.35,17.2,1.48,0.82,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Charleston Battery,Orange County SC,11.76,18.51,1.3,1.4,,,,,,,,,,,0
2021,28/08/21,1951,Major League Soccer,DC United,Philadelphia Union,39.74,49.65,1.37,1.36,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Tulsa Roughnecks,Atlanta United 2,13.93,14.43,1.67,1.3,,,,,,,,,,,1
2021,28/08/21,2105,Brasileiro Série A,Palmeiras,Atlético Paranaense,58.07,50.32,1.61,0.95,,,,,,,,,,,1
2021,28/08/21,1952,Mexican Primera Division Torneo Apertura,Tigres UANL,Atlas,57.19,50.19,1.35,0.83,,,,,,,,,,,1
2021,28/08/21,2105,Brasileiro Série A,Grêmio,Corinthians,51.4,51.44,1.23,0.9,,,,,,,,,,,1
2021,28/08/21,4582,National Women's Soccer League,Chicago Red Stars,Kansas City,49.79,39.95,1.48,0.81,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,San Antonio FC,El Paso Locomotive FC,23.16,23.24,1.32,1.14,,,,,,,,,,,1
2021,28/08/21,1951,Major League Soccer,Houston Dynamo,Minnesota United FC,31.87,42.34,1.34,1.4,,,,,,,,,,,0
2021,28/08/21,2160,United Soccer League,Oakland Roots,Tacoma Defiance,6.6,11.09,1.1,1.08,,,,,,,,,,,1
2021,28/08/21,1951,Major League Soccer,Sporting Kansas City,Colorado Rapids,48.75,43.14,1.69,1.05,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Colorado Springs Switchbacks FC,Austin Bold FC,20.85,13.28,1.64,1.07,,,,,,,,,,,1
2021,28/08/21,1952,Mexican Primera Division Torneo Apertura,León,Club América,51.28,59.75,1.26,1.36,,,,,,,,,,,0
2021,28/08/21,2160,United Soccer League,Arizona United,New Mexico United,34.88,16.66,1.77,0.73,,,,,,,,,,,1
2021,28/08/21,2160,United Soccer League,Sacramento Republic FC,San Diego Loyal SC,17.19,15.89,1.33,0.9,,,,,,,,,,,1
2021,29/08/21,1947,Japanese J League,Nagoya Grampus Eight,Shimizu S-Pulse,35.38,26.93,1.32,0.76,,,,,,,,,,,1
2021,29/08/21,1947,Japanese J League,Shonan Bellmare,Urawa Red Diamonds,23.29,35.76,0.9,1.28,,,,,,,,,,,0
2021,29/08/21,1947,Japanese J League,Kashiwa Reysol,Yokohama FC,34.47,16.49,1.76,0.73,,,,,,,,,,,1
2021,29/08/21,1947,Japanese J League,Avispa Fukuoka,Tokushima Vortis,27.02,22.8,1.26,0.94,,,,,,,,,,,1
2021,29/08/21,1947,Japanese J League,Vegalta Sendai,Sagan Tosu,21.58,37.78,0.75,1.26,,,,,,,,,,,0
2021,29/08/21,1849,Dutch Eredivisie,FC Utrecht,Feyenoord,59.58,64.26,1.39,1.3,,,,,,,,,,,1
2021,29/08/21,1843,French Ligue 1,Troyes,AS Monaco,50.62,74.54,0.97,1.76,,,,,,,,,,,0
2021,29/08/21,2417,Scottish Premiership,Rangers,Celtic,72.84,67.35,1.66,1.15,,,,,,,,,,,1
2021,29/08/21,1846,German 2. Bundesliga,Dynamo Dresden,SC Paderborn,30.03,36.73,1.3,1.4,,,,,,,,,,,0
2021,29/08/21,1846,German 2. Bundesliga,FC St. Pauli,Jahn Regensburg,34.35,33.36,1.49,1.28,,,,,,,,,,,1
2021,29/08/21,1832,BJL,KAA Gent,Club Brugge,52.53,66.7,1.14,1.61,37.3,66.6,,,,,,,,,0
2021,29/08/21,1846,German 2. Bundesliga,Werder Bremen,Hansa Rostock,46.67,28.57,1.92,0.94,,,,,,,,,,,1
2021,29/08/21,1837,Danish SAS-Ligaen,Silkeborg,Randers FC,28.84,37.41,1.07,1.2,,,,,,,,,,,0
2021,29/08/21,1837,Danish SAS-Ligaen,Sonderjyske,Viborg,28.85,26.29,1.44,1.07,,,,,,,,,,,1
2021,29/08/21,1879,Swiss Raiffeisen Super League,FC Luzern,Lausanne Sports,38.94,30.42,1.94,1.33,,,,,,,,,,,1
2021,29/08/21,1849,Dutch Eredivisie,Ajax,Vitesse,85.5,52.77,2.55,0.58,,,,,,,,,,,1
2021,29/08/21,1849,Dutch Eredivisie,Heracles,NEC,43.71,41.69,1.33,0.97,,,,,,,,,,,1
2021,29/08/21,2411,BPL,Burnley,Leeds United,63.96,71.33,1.34,1.49,,,,,,,,,,,0
2021,29/08/21,2411,BPL,Tottenham Hotspur,Watford,79.06,61.0,2.03,0.85,,,,,,,,,,,1
2021,29/08/21,1874,Swedish Allsvenskan,IFK Norrkoping,Östersunds FK,35.87,14.77,2.2,0.72,,,,,,,,,,,1
2021,29/08/21,1843,French Ligue 1,Lens,Lorient,59.61,54.42,1.58,1.07,,,,,,,,,,,1
2021,29/08/21,1843,French Ligue 1,Clermont Foot,Metz,53.65,52.39,1.41,1.06,,,,,,,,,,,1
2021,29/08/21,1874,Swedish Allsvenskan,BK Hacken,IFK Goteborg,33.98,29.17,1.58,1.03,,,,,,,,,,,1
2021,29/08/21,1843,French Ligue 1,Strasbourg,Brest,58.63,55.24,1.54,1.11,,,,,,,,,,,1
2021,29/08/21,1874,Swedish Allsvenskan,IK Sirius,Djurgardens IF,18.0,39.14,1.02,1.71,,,,,,,,,,,0
2021,29/08/21,1843,French Ligue 1,Angers,Stade Rennes,57.13,64.81,1.1,1.12,,,,,,,,,,,0
2021,29/08/21,1845,German Bundesliga,1. FC Union Berlin,Borussia Monchengladbach,66.86,73.42,1.29,1.42,,,,,,,,,,,0
2021,29/08/21,1832,BJL,Antwerp,OH Leuven,50.03,34.38,2.09,1.11,23.2,23.5,,,,,,,,,1
2021,29/08/21,1837,Danish SAS-Ligaen,Vejle,FC Copenhagen,28.88,55.21,1.15,2.13,,,,,,,,,,,0
2021,29/08/21,2105,Brasileiro Série A,América Mineiro,Ceará,43.13,50.02,1.21,1.16,,,,,,,,,,,1
2021,29/08/21,2417,Scottish Premiership,Aberdeen,Ross County,36.3,25.3,1.56,0.84,,,,,,,,,,,1
2021,29/08/21,2417,Scottish Premiership,St Mirren,St Johnstone,30.73,33.6,1.11,1.04,,,,,,,,,,,1
2021,29/08/21,1879,Swiss Raiffeisen Super League,Grasshoppers Zürich,Servette,27.34,33.26,1.31,1.37,,,,,,,,,,,0
2021,29/08/21,1879,Swiss Raiffeisen Super League,Basel,Young Boys,53.86,63.78,1.51,1.88,,,,,,,,,,,0
2021,29/08/21,1849,Dutch Eredivisie,Heerenveen,AZ,45.73,66.25,1.07,1.73,20.8,34.9,,,,,,,,,0
2021,29/08/21,1827,ATMB,FC Trenkwalder Admira,SK Sturm Graz,28.12,52.6,0.84,1.65,,,,,,,,,,,0
2021,29/08/21,1871,Spanish Segunda Division,Amorebieta,Almeria,24.16,48.12,1.08,2.0,,,,,,,,,,,0
2021,29/08/21,1843,French Ligue 1,Lille,Montpellier,68.12,52.96,1.92,0.97,,,,,,,,,,,1
2021,29/08/21,1827,ATMB,SV Ried,LASK Linz,32.98,49.23,1.05,1.57,,,,,,,,,,,0
2021,29/08/21,1827,ATMB,FK Austria Vienna,Rapid Vienna,40.98,51.58,1.24,1.5,,,,,,,,,,,0
2021,29/08/21,1869,Spanish Primera Division,Barcelona,Getafe,88.88,71.33,2.27,0.75,,,,,,,,,,,1
2021,29/08/21,1845,German Bundesliga,VfL Wolfsburg,RB Leipzig,76.27,84.03,1.21,1.4,,,,,,,,,,,0
2021,29/08/21,1874,Swedish Allsvenskan,Kalmar FF,IF Elfsborg,19.08,37.42,0.97,1.36,,,,,,,,,,,0
2021,29/08/21,1874,Swedish Allsvenskan,Hammarby,Malmo FF,34.51,49.98,1.52,1.9,,,,,,,,,,,0
2021,29/08/21,2411,BPL,Wolverhampton,Manchester United,71.14,85.58,1.04,1.65,,,,,,,,,,,0
2021,29/08/21,1859,Norwegian Tippeligaen,Sarpsborg,Sandefjord,23.1,24.66,1.29,0.88,40.4,20.6,,,,,,,,,1
2021,29/08/21,1837,Danish SAS-Ligaen,AGF Aarhus,Odense BK,38.63,35.76,1.39,1.04,,,,,,,,,,,1
2021,29/08/21,1856,Italy Serie B,Cittadella,Crotone,31.31,35.25,1.36,1.25,,,,,,,,,,,1
2021,29/08/21,1859,Norwegian Tippeligaen,Tromso,Bodo/Glimt,19.86,55.56,0.97,2.31,,,,,,,,,,,0
2021,29/08/21,1859,Norwegian Tippeligaen,Kristiansund BK,Molde,35.46,57.85,1.26,2.15,12.6,92.5,,,,,,,,,0
2021,29/08/21,1859,Norwegian Tippeligaen,Odd BK,Stromsgodset,32.13,29.09,1.85,1.37,,,,,,,,,,,1
2021,29/08/21,1859,Norwegian Tippeligaen,Viking FK,Rosenborg,35.97,46.48,1.69,1.98,,,,,,,,,,,0
2021,29/08/21,1882,TTSL,Kasimpasa,Galatasaray,36.29,61.03,1.04,1.86,,,,,,,,,,,0
2021,29/08/21,1882,TTSL,Sivasspor,Goztepe,41.9,35.82,1.62,1.07,,,,,,,,,,,1
2021,29/08/21,1854,Italy Serie A,Sassuolo,Sampdoria,67.49,60.32,1.65,1.12,,,,,,,,,,,1
2021,29/08/21,1854,Italy Serie A,Genoa,Napoli,55.31,78.37,0.97,1.9,,,,,,,,,,,0
2021,29/08/21,5641,APD,Arsenal Sarandi,Defensa y Justicia,34.29,42.08,1.26,1.43,,,,,,,,,,,0
2021,29/08/21,1832,BJL,Genk,Anderlecht,65.68,54.81,1.9,1.15,65.3,53.5,,,,,,,,,1
2021,29/08/21,1864,Portuguese Liga,Benfica,Tondela,77.58,41.27,2.64,0.64,,,,,,,,,,,1
2021,29/08/21,1952,Mexican Primera Division Torneo Apertura,Toluca,Pumas Unam,45.56,40.6,1.42,0.95,,,,,,,,,,,1
2021,29/08/21,1864,Portuguese Liga,Braga,Guimaraes,63.2,51.05,1.57,0.86,,,,,,,,,,,1
2021,29/08/21,1871,Spanish Segunda Division,Lugo,Real Valladolid,23.85,48.89,1.02,1.98,,,,,,,,,,,0
2021,29/08/21,1869,Spanish Primera Division,Rayo Vallecano,Granada,59.47,62.21,1.32,1.13,,,,,,,,,,,1
2021,29/08/21,1869,Spanish Primera Division,Cadiz,Osasuna,56.74,65.38,1.18,1.22,,,,,,,,,,,0
2021,29/08/21,1859,Norwegian Tippeligaen,Valerenga,Stabaek,40.05,24.78,2.16,1.0,,,,,,,,,,,1
2021,29/08/21,1837,Danish SAS-Ligaen,Brondby,FC Midtjylland,47.36,62.01,1.26,1.69,,,,,,,,,,,0
2021,29/08/21,1856,Italy Serie B,Lecce,Como,39.6,27.39,1.91,1.07,,,,,,,,,,,1
2021,29/08/21,1856,Italy Serie B,Parma,Benevento,52.24,33.1,2.1,0.97,,,,,,,,,,,1
2021,29/08/21,1856,Italy Serie B,Monza,Cremonese,43.19,34.39,1.7,1.05,,,,,,,,,,,1
2021,29/08/21,1856,Italy Serie B,Spal,Pordenone Calcio,32.4,28.98,1.45,1.05,,,,,,,,,,,1
2021,29/08/21,1856,Italy Serie B,Reggina,Ternana,29.2,28.42,1.52,1.22,,,,,,,,,,,1
2021,29/08/21,1882,TTSL,Giresunspor,Trabzonspor,27.28,57.8,0.78,1.79,,,,,,,,,,,0
2021,29/08/21,1882,TTSL,Altay,Fenerbahce,29.57,57.97,0.89,1.84,,,,,,,,,,,0
2021,29/08/21,1854,Italy Serie A,AC Milan,Cagliari,77.11,59.58,1.89,0.87,,,,,,,,,,,1
2021,29/08/21,1843,French Ligue 1,Reims,Paris Saint-Germain,50.01,85.73,0.8,2.4,,,,,,,,,,,0
2021,29/08/21,5641,APD,Central Córdoba Santiago del Estero,Rosario Central,32.32,33.36,1.3,1.14,,,,,,,,,,,1
2021,29/08/21,5641,APD,Aldosivi,Lanus,28.04,43.3,1.12,1.62,,,,,,,,,,,0
2021,29/08/21,1854,Italy Serie A,Salernitana,AS Roma,51.17,71.62,1.0,1.78,,,,,,,,,,,0
2021,29/08/21,2105,Brasileiro Série A,Juventude,São Paulo,38.96,55.59,0.89,1.19,,,,,,,,,,,0
2021,29/08/21,1832,BJL,KV Oostende,SV Zulte Waregem,40.74,35.77,1.91,1.41,,,,,,,,,,,1
2021,29/08/21,1864,Portuguese Liga,Portimonense,Pacos Ferreira,49.21,47.78,1.28,1.02,,,,,,,,,,,1
2021,29/08/21,1864,Portuguese Liga,Santa Clara,Gil Vicente,51.54,48.94,1.37,1.05,,,,,,,,,,,1
2021,29/08/21,1871,Spanish Segunda Division,Burgos,Eibar,24.34,33.53,1.28,1.5,,,,,,,,,,,0
2021,29/08/21,1869,Spanish Primera Division,Atletico Madrid,Villarreal,84.94,76.25,1.76,0.96,,,,,,,,,,,1
2021,29/08/21,2160,United Soccer League,Swope Park Rangers,Memphis 901 FC,8.05,11.99,1.34,1.36,,,,,,,,,,,0
2021,29/08/21,4582,National Women's Soccer League,Washington Spirit,North Carolina FC,53.09,63.65,1.05,1.19,,,,,,,,,,,0
2021,29/08/21,5641,APD,Velez Sarsfield,Godoy Cruz,47.86,31.08,1.78,0.81,,,,,,,,,,,1
2021,29/08/21,2105,Brasileiro Série A,Fluminense,Bahía,51.74,45.14,1.56,0.95,,,,,,,,,,,1
2021,29/08/21,4582,National Women's Soccer League,Sky Blue FC,Orlando Pride,54.92,48.86,1.42,0.9,,,,,,,,,,,1
2021,29/08/21,2160,United Soccer League,Oklahoma City Energy FC,Rio Grande Valley FC Toros,11.83,15.3,1.2,1.05,,,,,,,,,,,1
2021,29/08/21,2160,United Soccer League,Miami FC,New York Red Bulls II,19.28,8.92,2.19,1.03,,,,,,,,,,,1
2021,29/08/21,4582,National Women's Soccer League,Seattle Reign FC,Portland Thorns,54.32,62.62,1.02,1.05,,,,,,,,,,,0
2021,29/08/21,1952,Mexican Primera Division Torneo Apertura,Santos Laguna,FC Juárez,54.42,36.6,1.73,0.73,,,,,,,,,,,1
2021,29/08/21,5641,APD,Boca Juniors,Racing Club,53.74,44.56,1.46,0.9,,,,,,,,,,,1
2021,29/08/21,4582,National Women's Soccer League,Houston Dash,Racing Louisville FC,49.63,44.38,1.5,0.97,35.2,26.8,,,,,,,,,1
2021,29/08/21,2105,Brasileiro Série A,Bragantino,Atletico Mineiro,55.17,61.87,1.26,1.21,,,,,,,,,,,1
2021,29/08/21,1951,Major League Soccer,Austin FC,FC Dallas,32.34,37.75,1.25,1.04,,,,,,,,,,,1
2021,29/08/21,1952,Mexican Primera Division Torneo Apertura,Cruz Azul,Pachuca,57.3,50.92,1.57,1.02,,,,,,,,,,,1
2021,29/08/21,1951,Major League Soccer,Vancouver Whitecaps,Real Salt Lake,28.78,37.23,1.23,1.18,,,,,,,,,,,1
2021,29/08/21,1951,Major League Soccer,Seattle Sounders FC,Portland Timbers,46.35,36.35,1.98,1.05,,,,,,,,,,,1
2021,30/08/21,5641,APD,Newell's Old Boys,Atlético Tucumán,41.18,35.26,1.59,1.12,,,,,,,,,,,1
2021,30/08/21,5641,APD,Union Santa Fe,Argentinos Juniors,34.73,39.71,1.06,1.06,,,,,,,,,,,0
2021,30/08/21,1871,Spanish Segunda Division,Real Sociedad II,Fuenlabrada,29.7,28.65,1.49,1.2,,,,,,,,,,,1
2021,30/08/21,5641,APD,San Lorenzo,Patronato,37.87,35.05,1.53,1.19,,,,,,,,,,,1
2021,30/08/21,1871,Spanish Segunda Division,Real Zaragoza,FC Cartagena,30.25,28.41,1.45,1.08,,,,,,,,,,,1
2021,30/08/21,5641,APD,Sarmiento,River Plate,30.44,64.97,0.83,2.22,,,,,,,,,,,0
2021,30/08/21,2105,Brasileiro Série A,Atlético Goianiense,Internacional,41.31,57.77,1.05,1.39,,,,,,,,,,,0
2021,30/08/21,5641,APD,Talleres de Córdoba,Estudiantes,41.44,41.99,1.36,1.2,,,,,,,,,,,1
2021,01/09/21,2160,United Soccer League,Pittsburgh Riverhounds,New York Red Bulls II,20.18,8.92,2.07,0.82,,,,,,,,,,,1
2021,01/09/21,2160,United Soccer League,Hartford Athletic,Charleston Battery,9.66,11.76,1.42,1.28,,,,,,,,,,,1
2021,01/09/21,2160,United Soccer League,Swope Park Rangers,Birmingham Legion FC,8.05,17.95,1.18,1.59,,,,,,,,,,,0
2021,01/09/21,2160,United Soccer League,Memphis 901 FC,Oklahoma City Energy FC,11.99,11.83,1.3,1.06,,,,,,,,,,,1
2021,01/09/21,4582,National Women's Soccer League,Houston Dash,Seattle Reign FC,49.63,54.32,1.27,1.18,,,,,,,,,,,1
2021,01/09/21,2160,United Soccer League,LA Galaxy II,Sacramento Republic FC,10.43,17.19,1.15,1.4,,,,,,,,,,,0
2021,02/09/21,2160,United Soccer League,Tacoma Defiance,Las Vegas Lights FC,11.09,11.66,1.56,1.17,,,,,,,,,,,1
2021,03/09/21,7921,FA Women's Super League,Manchester United Women,Reading,62.2,47.61,1.95,0.88,56.7,20.5,,,,,,,,,1
2021,03/09/21,1871,Spanish Segunda Division,Girona FC,Sporting Gijón,43.05,33.74,1.32,0.76,,,,,,,,,,,1
2021,03/09/21,2160,United Soccer League,Tampa Bay Rowdies,Oakland Roots,23.35,6.6,1.75,0.47,,,,,,,,,,,1
2021,03/09/21,1951,Major League Soccer,Nashville SC,New York City FC,44.23,58.25,1.27,1.38,,,,,,,,,,,0
2021,03/09/21,1951,Major League Soccer,Philadelphia Union,New England Revolution,49.65,51.04,1.65,1.29,,,,,,,,,,,1
2021,03/09/21,2160,United Soccer League,Louisville City FC,Tulsa Roughnecks,27.55,13.93,1.88,0.81,,,,,,,,,,,1
2021,03/09/21,1951,Major League Soccer,Houston Dynamo,Portland Timbers,31.87,36.35,1.7,1.49,,,,,,,,,,,1
2021,03/09/21,1951,Major League Soccer,Los Angeles FC,Sporting Kansas City,50.48,48.75,1.73,1.25,,,,,,,,,,,1
2021,03/09/21,2160,United Soccer League,Orange County SC,El Paso Locomotive FC,18.51,23.24,1.19,1.21,,,,,,,,,,,0
2021,04/09/21,7921,FA Women's Super League,Aston Villa,Leicester City WFC,40.22,44.86,1.27,1.13,41.1,28.4,,,,,,,,,1
2021,04/09/21,7921,FA Women's Super League,Everton Ladies,Manchester City Women,55.07,75.7,1.1,1.9,48.8,68.3,,,,,,,,,0
2021,04/09/21,7921,FA Women's Super League,Tottenham Women,Birmingham City,45.81,42.94,1.39,0.99,30.5,31.1,,,,,,,,,1
2021,04/09/21,2413,English League One,Doncaster Rovers,Cambridge United,16.4,11.51,1.58,1.08,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Newport County,Leyton Orient,7.98,10.38,1.2,1.08,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Carlisle United,Salford City,7.98,17.05,0.83,1.3,,,,,,,,,,,0
2021,04/09/21,2413,English League One,Wycombe Wanderers,Ipswich Town,22.24,24.59,1.3,1.29,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Lincoln City,Rotherham United,25.73,21.94,1.56,1.17,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Colchester United,Sutton United,13.46,6.29,1.56,0.8,,,,,,,,,,,1
2021,04/09/21,2413,English League One,AFC Wimbledon,Oxford United,15.72,28.9,1.29,1.8,,,,,,,,,,,0
2021,04/09/21,2413,English League One,Sheffield Wednesday,Sunderland,38.04,31.16,1.63,1.12,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Bolton,Burton Albion,20.12,21.71,1.59,1.51,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Bradford City,Walsall,6.98,6.86,1.1,0.93,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Bristol Rovers,Crawley Town,13.97,7.01,1.73,1.04,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Oldham Athletic,Barrow,9.57,7.71,1.66,1.48,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Fleetwood Town,Wigan,16.92,18.58,1.36,1.15,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Accrington Stanley,Shrewsbury Town,15.6,15.52,1.4,1.27,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Cheltenham Town,Milton Keynes Dons,12.19,22.94,1.25,1.67,,,,,,,,,,,0
2021,04/09/21,2414,English League Two,Stevenage,Swindon Town,8.53,11.25,1.19,1.04,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Tranmere Rovers,Hartlepool,11.28,4.72,1.76,0.71,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Mansfield Town,Harrogate Town,15.39,7.34,1.86,1.04,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Gillingham,Charlton Athletic,19.86,23.64,1.3,1.28,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Exeter City,Forest Green Rovers,10.46,10.83,1.45,1.23,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Northampton Town,Scunthorpe,12.31,5.59,1.68,0.73,,,,,,,,,,,1
2021,04/09/21,2414,English League Two,Port Vale,Rochdale,7.56,9.75,1.23,1.15,,,,,,,,,,,1
2021,04/09/21,2413,English League One,Crewe Alexandra,Morecambe,15.14,15.5,1.41,1.2,,,,,,,,,,,1
2021,04/09/21,1871,Spanish Segunda Division,Eibar,Leganes,33.53,41.51,1.25,1.37,,,,,,,,,,,0
2021,04/09/21,1871,Spanish Segunda Division,FC Cartagena,Real Sociedad II,28.41,29.7,1.5,1.31,,,,,,,,,,,1
2021,04/09/21,1871,Spanish Segunda Division,Tenerife,SD Ponferradina,31.33,27.84,1.37,0.93,,,,,,,,,,,1
2021,04/09/21,1871,Spanish Segunda Division,Fuenlabrada,Lugo,28.65,23.85,1.55,1.05,,,,,,,,,,,1
2021,04/09/21,1871,Spanish Segunda Division,Almeria,Málaga,48.12,30.9,1.77,0.84,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,Swope Park Rangers,Oklahoma City Energy FC,8.05,11.83,1.18,1.25,,,,,,,,,,,0
2021,04/09/21,2105,Brasileiro Série A,São Paulo,América Mineiro,55.59,43.13,1.63,0.78,,,,,,,,,,,1
2021,04/09/21,4582,National Women's Soccer League,Sky Blue FC,Chicago Red Stars,54.92,49.79,1.35,0.87,,,,,,,,,,,1
2021,04/09/21,5641,APD,Rosario Central,Boca Juniors,33.36,53.74,0.96,1.65,,,,,,,,,,,0
2021,04/09/21,5641,APD,Platense,San Lorenzo,30.19,37.87,1.22,1.37,,,,,,,,,,,0
2021,04/09/21,5641,APD,Defensa y Justicia,Central Córdoba Santiago del Estero,42.08,32.32,1.51,0.89,,,,,,,,,,,1
2021,04/09/21,5641,APD,Velez Sarsfield,Union Santa Fe,47.86,34.73,1.45,0.72,,,,,,,,,,,1
2021,04/09/21,5641,APD,Estudiantes,Argentinos Juniors,41.99,39.71,1.22,0.94,,,,,,,,,,,1
2021,04/09/21,5641,APD,River Plate,CA Independiente,64.97,46.96,1.82,0.88,,,,,,,,,,,1
2021,04/09/21,5641,APD,Racing Club,Banfield,44.56,35.95,1.41,0.86,,,,,,,,,,,1
2021,04/09/21,5641,APD,Godoy Cruz,Gimnasia La Plata,31.08,33.81,1.29,1.24,,,,,,,,,,,1
2021,04/09/21,5641,APD,Huracán,Aldosivi,34.45,28.04,1.37,0.88,,,,,,,,,,,1
2021,04/09/21,5641,APD,Lanus,Sarmiento,43.3,30.44,1.8,1.01,,,,,,,,,,,1
2021,04/09/21,5641,APD,Patronato,Talleres de Córdoba,35.05,41.44,1.36,1.45,,,,,,,,,,,0
2021,04/09/21,5641,APD,Atlético Tucumán,Arsenal Sarandi,35.26,34.29,1.53,1.27,,,,,,,,,,,1
2021,04/09/21,5641,APD,Colon Santa Fe,Newell's Old Boys,35.22,41.18,1.28,1.34,,,,,,,,,,,0
2021,04/09/21,2160,United Soccer League,Indy Eleven,Atlanta United 2,15.65,14.43,1.72,1.22,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,New York Red Bulls II,Hartford Athletic,8.92,9.66,1.6,1.44,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,Charlotte Independence,Miami FC,17.2,19.28,1.46,1.18,,,,,,,,,,,1
2021,04/09/21,1951,Major League Soccer,Vancouver Whitecaps,Austin FC,28.78,32.34,1.23,0.97,,,,,,,,,,,1
2021,04/09/21,1951,Major League Soccer,Orlando City SC,Columbus Crew,42.31,36.11,1.66,0.99,,,,,,,,,,,1
2021,04/09/21,4582,National Women's Soccer League,Racing Louisville FC,Seattle Reign FC,44.38,54.32,1.07,1.17,,,,,,,,,,,0
2021,04/09/21,2105,Brasileiro Série A,Cuiaba,Santos,40.3,54.25,0.98,1.19,,,,,,,,,,,0
2021,04/09/21,2105,Brasileiro Série A,Bahía,Fortaleza,45.14,54.51,1.24,1.31,,,,,,,,,,,0
2021,04/09/21,1951,Major League Soccer,FC Cincinnati,Inter Miami CF,29.19,34.5,1.27,1.08,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,Memphis 901 FC,Birmingham Legion FC,11.99,17.95,1.3,1.36,,,,,,,,,,,0
2021,04/09/21,1951,Major League Soccer,Real Salt Lake,FC Dallas,37.23,37.75,1.45,1.05,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,Rio Grande Valley FC Toros,Loudoun United FC,15.3,8.05,1.84,0.89,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,San Antonio FC,Pittsburgh Riverhounds,23.16,20.18,1.47,1.09,,,,,,,,,,,1
2021,04/09/21,2160,United Soccer League,New Mexico United,Colorado Springs Switchbacks FC,16.66,20.85,1.49,1.2,,,,,,,,,,,1
2021,04/09/21,1951,Major League Soccer,San Jose Earthquakes,Colorado Rapids,34.15,43.14,1.36,1.35,,,,,,,,,,,1
2021,04/09/21,4582,National Women's Soccer League,Portland Thorns,Washington Spirit,62.62,53.09,1.41,0.76,,,,,,,,,,,1
2021,05/09/21,7921,FA Women's Super League,Arsenal Women,Chelsea FC Women,74.32,78.01,1.47,1.41,94.7,100.0,,,,,,,,,1
2021,05/09/21,7921,FA Women's Super League,Brighton & Hove Albion,West Ham United Ladies,45.81,48.95,1.36,1.18,25.1,19.0,,,,,,,,,1
2021,05/09/21,1871,Spanish Segunda Division,Burgos,Real Valladolid,24.34,48.89,1.05,2.0,,,,,,,,,,,0
2021,05/09/21,1871,Spanish Segunda Division,UD Ibiza,Amorebieta,24.94,24.16,1.49,1.19,,,,,,,,,,,1
2021,05/09/21,1871,Spanish Segunda Division,Mirandes,Las Palmas,26.62,30.32,1.31,1.22,,,,,,,,,,,1
2021,05/09/21,1871,Spanish Segunda Division,AD Alcorcon,Real Zaragoza,26.77,30.25,1.13,1.02,,,,,,,,,,,1
